Id,SalePrice
2,115911.2990005067
4,217386.92085447756
6,194812.2649798328
7,199813.8129961915
17,213402.28074975766
18,309922.5001305985
22,190466.91692720246
27,123212.56267945764
31,99084.31478538313
36,134547.0654031813
39,354558.4166343413
40,247010.45868085936
42,270824.5190108906
46,216379.9587143568
53,167480.27917225828
58,171062.75110618418
61,314990.04564322083
72,231587.73156026573
79,125043.89204481809
80,202777.6654767145
82,163073.62213598765
83,96063.9811543845
85,151634.6636098164
88,112007.54558306704
92,259864.14949612744
93,268358.5896943874
95,171779.7130791471
102,175937.35165027357
103,170232.4195217618
106,255055.77747746275
107,154686.52537894156
110,228298.1413905987
114,192793.77031164468
116,175990.64718983564
117,158256.71368567506
118,143760.94537055286
125,156851.6567025655
126,157782.04566797946
127,135553.02174071307
128,195938.47521740233
134,133035.94661565236
135,175231.14759388362
137,226436.30811290882
143,141631.1802815557
147,128584.67343043063
148,167526.63743556524
150,124342.97951294338
156,138352.01647882684
157,131466.135387138
159,138427.13030543804
161,264098.7534532594
167,133557.49066886623
170,85366.04893666168
171,90858.60299204425
175,106140.59608738805
179,109973.04511822625
181,107114.3270548704
186,207451.684857512
193,172197.7692312873
194,87257.42366384104
206,92890.94563658308
208,129305.68342659474
210,164950.73515789115
211,86395.53125859548
212,87015.44394278283
214,98772.89142547795
215,131058.39312654578
217,125859.7626160686
222,155841.5070285717
227,146133.2000917326
228,161272.46728971548
233,251607.46494138858
235,120551.65963330063
238,129603.4140397778
241,164229.85537205767
252,175404.7591007558
253,173150.67267704016
256,157814.75943343874
257,149538.2256086474
258,183868.58115467933
259,177841.00264029336
261,154214.40969851345
263,128704.00868704864
266,222395.78878144338
267,210776.6506627735
270,143999.90852726036
271,233445.3363015448
276,123570.27915543514
285,128684.73654724106
288,74412.20795971602
289,128062.48350974038
290,123255.95727275661
291,127944.54566469631
292,106617.42523050783
293,178403.14655748813
294,202209.3679754144
295,179247.95099098491
304,119022.76380245696
322,285508.3770548181
326,156485.6291356891
327,92691.75869385946
328,102057.91167880493
331,86306.93920900766
332,81586.75582440224
333,90619.74315767024
335,145257.80582741005
337,128017.11694768224
342,119322.83483487112
343,162742.59969735597
347,184157.870527196
350,328253.21302432654
352,203906.86582526015
358,189831.10922721523
359,175189.3028312476
360,149332.94562205696
368,308412.29416088585
369,241071.85228948094
373,172428.8317329351
377,262105.42707110464
383,192457.05614376758
386,215157.52632494734
387,224143.36268460593
390,155960.40716246923
391,147309.19223162977
395,155574.19584169134
397,135547.91810523474
398,120478.66267154437
401,121185.21158379571
404,115921.18081227045
408,114839.60167499087
409,128537.94347406681
410,138939.23941340586
418,120394.36185119118
422,401320.6845437497
427,288379.3976257792
431,339570.4059773083
433,471116.7122339581
437,388646.71850555495
438,252477.77669491118
442,298867.8319293875
447,214122.7682858808
459,301242.7137245048
460,221336.14593813304
464,162370.1396015425
465,170147.45833386816
467,171593.5893858748
468,180068.49149610943
474,159876.10993494448
480,193103.9011787724
481,195103.2655384135
483,185462.26390482014
488,171430.45660474768
492,182494.42205915996
494,167302.16260780473
499,317254.5468437021
500,246257.01305178882
501,257315.11226315756
503,250453.44498075978
506,245593.68906553325
508,232785.4716772574
511,263023.6919072608
515,239477.07714775196
519,232688.78322809658
521,267830.71680395096
530,233785.694607143
532,219744.5941784017
534,175464.86369964998
540,158899.6417375199
541,126976.00209370871
551,165226.26887211067
552,151280.46747906905
554,82620.237740949
555,123984.75710772608
556,130974.68165482146
557,116898.71735164813
565,231978.51174137564
566,226020.03930650477
567,145426.62640060927
569,178412.90780600187
570,179827.20585909983
574,198680.112855127
575,277230.77078437863
576,181182.1864126159
577,10827.933296547857
578,213874.93820528287
583,226771.34196577233
584,227372.94696150787
585,157335.18276199035
587,174858.49975606086
593,215530.05808310656
597,184402.46036776598
598,170555.47126250569
599,145657.61689828883
600,138603.39005000907
605,133792.32437374743
607,152508.30073481763
608,145502.3183238175
611,163078.18702243373
616,119601.75142589914
625,163041.71718431835
629,119021.75838181713
630,118161.83117264195
631,138486.08888991072
640,154153.1945320561
642,130834.62863495365
643,141115.41726590306
646,108028.16952872222
647,159430.98606215863
655,90690.15946687984
659,102556.80868444883
663,59168.476356025894
665,90340.40671753862
667,173139.52627786156
673,143733.78670622644
676,136545.71061082743
680,133945.980506798
682,125037.90017272205
